c-files	sizeInCharsC	sizeInCharsAST	comma-operators	main	main-argc	bitfields	max-array-dim	max-array-len-per-dim	arrays	pointers	structs	unions	packed-struct	divs	muls	pre-incr-operator	pre-decr-operator	post-incr-operator	post-decr-operator	unary-plus-operator	funcs	longlong	float	jump	volatiles	compound-assignment	consts	inline-function	volatile-pointers	const-pointers	global-variables	builtin-func	int8_t	uint8_t	int16_t	uint16_t	int32_t	uint32_t	int64_t	uint64_t
pr69619.c	121	863	3	0	0	0	1	100	1	1	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr23820.c	145	974	3	0	0	0	2	4	2	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr70821.c	80	382	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr81313-4.c	77	736	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0
pr70027.c	43	330	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr28755.c	257	1797	39	0	0	0	1	5	1	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	16	0	0	0	0	0	0	0	0	0
pr69932.c	53	366	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr17280.c	49	350	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr47939-3.c	59	230	0	0	0	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
pr66749.c	48	399	1	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr49263-2.c	294	1638	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr65780-2.c	38	206	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr28045.c	299	1526	1	1	0	1	1	0	0	0	3	0	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr43415.c	371	1700	0	1	0	0	1	256	1	0	0	0	0	0	0	7	0	0	0	7	1	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr44946.c	174	889	1	0	0	0	1	0	0	4	12	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr50749-qihisi-postinc-2.c	438	2687	6	0	0	0	1	0	0	18	0	0	0	0	0	0	0	15	0	0	6	0	0	6	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr54087.c	135	562	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
pr38984.c	52	374	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr45105.c	172	1142	7	0	0	0	1	32	2	6	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0
pr68624.c	184	1059	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	4	0	0	0	0	8	1	0	0	0	0	0	0	0	0
pr52146.c	139	763	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr45903.c	258	1590	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr60264.c	55	385	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr65447.c	524	3203	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr71621-1.c	198	1137	0	0	0	0	1	0	0	4	0	0	0	0	0	4	0	0	0	4	1	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr61221.c	203	1252	5	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	9	2	0	0	0	0	0	0	0	0
pr48124-4.c	352	1662	10	1	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	0	0	0	0	11	1	0	0	0	0	0	0	0	0
pr59670.c	101	544	2	0	0	0	1	1024	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr46172.c	82	479	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr27898_0.c	64	345	0	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr54386.c	216	1162	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
pr26961-1.c	49	321	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr60485-2.c	211	1338	0	1	0	0	1	4	1	12	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	0	0	9	1	0	0	0	0	0	0	0	0
pr58219.c	322	1926	1	0	0	0	1	100	0	8	0	0	0	0	0	0	0	0	0	0	9	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr21029.c	723	3234	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr80216.c	211	1050	4	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	5	1	0	0	3	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr77920.c	110	733	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr38245-1.c	262	1253	4	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
pr46547-1.c	50	327	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr48067.c	60	370	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
proto-1.c	43	286	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
pr41469-1.c	51	443	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr71436.c	200	943	1	1	0	0	1	5	1	1	5	0	1	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	6	2	0	0	0	0	0	0	0	0
pr80463.c	213	1065	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	2	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr46562-2.c	69	444	0	0	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
pr82381.c	97	712	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0
pr84205.c	144	783	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pr51069.c	168	951	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	3	0	0	0	0	8	1	0	0	0	0	0	0	0	0
pr59304.c	253	652	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr35244.c	180	483	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr66568.c	73	516	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0
pr28574.c	1159	3095	6	1	0	0	1	0	1	11	8	0	0	0	0	0	0	1	0	0	2	0	0	4	0	6	2	0	0	2	4	5	0	0	0	0	0	0	0	0
pr57685.c	81	564	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr55122.c	69	467	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr40252.c	100	483	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
pr42205-2.c	68	403	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr82451.c	144	927	2	0	0	0	1	1	2	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr26725.c	234	1099	1	0	0	3	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0
pr71901.c	169	1071	2	0	0	4	2	1	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr66221_1.c	39	256	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
pr59846.c	206	1128	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr28675.c	572	2298	3	0	0	0	1	0	0	5	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	18	0	0	0	0	0	0	0	0	0
pr66726-3.c	118	455	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr47443.c	83	472	2	0	0	0	1	100	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pr40582.c	99	499	1	0	0	0	1	0	0	2	4	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr33135-4.c	156	924	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr34003-2.c	125	789	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
pr71585-3.c	120	291	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr19633-1.c	458	2520	12	1	0	0	1	0	0	4	16	0	0	0	0	0	0	0	0	0	5	0	3	3	0	8	0	0	0	0	9	2	0	0	0	0	0	0	0	0
pr53226.c	125	676	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr43730.c	160	740	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr38676.c	113	404	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr59278.c	100	553	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr79483.c	124	820	2	0	0	0	2	3	3	1	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr38633.c	59	277	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr57091.c	34	243	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pr42730.c	86	568	0	0	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr61599-2.c	76	412	0	0	0	0	1	256	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr71151-1.c	59	367	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0
pr55857-2.c	304	1419	5	0	0	0	1	1	2	1	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pr80970.c	63	608	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr70756.c	92	694	1	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr35751.c	219	869	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr49781-1.c	312	1401	2	0	0	0	1	1	1	0	0	0	0	0	2	1	2	1	1	1	1	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr69168.c	104	728	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0	3	2	0	1	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0
pr49307.c	135	863	2	0	0	0	1	128	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0
pr84710.c	73	458	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr54472.c	63	312	2	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr46212.c	256	1313	2	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
pr50251.c	119	538	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	4	0	0	0	0	0	0	0	0
pr40747.c	225	1085	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0
pr82499-1.c	43	317	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr69030.c	214	1262	6	1	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	2	0	6	0	0	0	0	7	1	0	0	0	0	0	0	0	0
pr40971.c	165	870	3	0	0	0	1	32768	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr42244.c	67	401	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr40934.c	168	619	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr45079.c	57	398	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
pr65216.c	133	798	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	4	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr53881-2.c	82	370	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pr63743.c	62	325	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr59827.c	66	519	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr81703.c	102	441	2	0	0	0	1	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
pr59874-3.c	60	222	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr18291.c	83	641	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr37217.c	110	465	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr46723.c	90	518	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr83059.c	68	388	7	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pr49958.c	126	785	6	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr53416.c	292	921	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
pr61123-enum-size_1.c	26	186	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr82059.c	107	748	1	0	0	0	1	0	0	5	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	4	1	0	0	0	0	0	0	0	0
pr23424-1.c	122	793	3	0	0	0	1	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr47766.c	58	308	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr58365.c	204	1186	4	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	4	1	2	0	0	0	0	8	1	0	0	0	0	0	0	0	0
pr57518.c	56	371	0	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr60720_1.c	5	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr43668.c	54	318	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr50751-2.c	194	1092	2	0	0	0	1	25	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	8	1	0	1	1	0	0	0	0	0	0	0	0	0	0
pr37955.c	290	911	0	0	0	0	1	256	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr25023.c	44	236	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr22576.c	32	194	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr33866.c	381	1637	3	0	0	0	2	16	3	4	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	6	0	0	0	0	3	1	0	0	0	0	0	0	0	0
pr80357.c	154	1033	3	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	2	0	0	1	1	5	0	0	1	0	5	0	0	0	0	0	0	0	0	0
pr21294.c	72	353	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr23576.c	28	89	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr68349.c	339	1476	4	0	0	0	1	300	4	2	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	5	0	0	0	0	6	2	0	0	0	0	0	0	0	0
pr42284.c	260	1309	0	0	0	0	1	288	1	1	0	0	0	0	0	0	0	6	0	0	2	0	0	1	0	9	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr63567-2.c	68	300	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pragma-diag-4.c	353	1028	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr52306.c	1274	4269	9	0	0	0	1	0	0	23	15	0	0	0	1	0	0	2	0	0	3	0	0	4	0	5	5	0	0	5	15	10	0	0	0	0	0	0	0	0
pr39423-2.c	60	297	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr51070.c	291	1463	7	0	0	0	1	1024	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr46076.c	280	1099	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
pr69421.c	90	530	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr61325.c	197	838	2	0	0	0	1	0	0	2	0	0	0	0	0	0	1	3	0	0	1	0	0	2	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0
pr35634.c	144	872	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0
pr70322-3.c	53	324	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pr82320.c	193	930	1	0	0	0	1	0	0	4	0	0	0	0	0	4	0	0	0	4	1	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr24367.c	218	877	1	0	0	0	1	1024	1	6	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0
pr39412.c	131	698	3	0	0	0	1	0	1	3	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	3	1	0	0	0	0	0	0	0	0	0
pr52493.c	634	2285	8	0	0	0	1	1500	1	8	9	0	0	1	1	0	0	1	0	0	3	0	0	1	0	3	0	1	0	0	7	0	0	0	0	0	0	0	0	0
pr56890-2.c	262	1043	1	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr66232-5.c	87	473	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr44807.c	548	2488	15	0	0	0	1	0	0	5	2	0	0	0	0	0	0	1	0	0	3	0	0	1	0	1	0	0	0	0	13	6	0	0	0	0	0	0	0	0
pr83448.c	84	414	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pr51012-1.c	113	764	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
pr68937-1.c	48	341	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
pr35729.c	101	517	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr69916.c	98	427	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr30949.c	74	533	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
pr27388-1.c	140	511	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pr63626.c	19	144	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
pr18589-5.c	78	506	3	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr83510.c	1928	7088	38	0	0	0	1	10	1	13	14	0	0	0	0	0	0	12	0	0	12	0	0	16	0	12	0	0	0	0	7	18	0	0	0	0	0	0	0	0
pr35691-1.c	77	455	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pr71245-1.c	189	762	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0
